id,room_type,price,minimum_nights,number_of_reviews
5637,Entire home/apt,160,1,17
5638,Private room,84,1,0
5639,Private room,72,5,21
5640,Private room,62,7,9
5641,Entire home/apt,150,5,2
5642,Entire home/apt,250,366,0
5643,Private room,66,5,0
5644,Entire home/apt,290,2,1
5645,Entire home/apt,152,1,1
5646,Entire home/apt,100,2,16
5647,Private room,500,3,0
5648,Entire home/apt,99,2,1
5649,Entire home/apt,160,7,1
5650,Entire home/apt,349,1,4
5651,Private room,70,3,2
5652,Private room,70,2,32
5653,Shared room,68,3,105
5654,Entire home/apt,250,3,30
5655,Entire home/apt,80,5,0
5656,Entire home/apt,370,3,20
5657,Private room,150,1,1
5658,Private room,55,30,0
5659,Entire home/apt,134,7,3
5660,Private room,51,7,23
5661,Entire home/apt,229,2,2
5662,Entire home/apt,200,1,78
5663,Entire home/apt,2500,4,0
5664,Entire home/apt,215,30,0
5665,Private room,70,1,7
5666,Private room,135,3,6
5667,Entire home/apt,255,1,0
5668,Entire home/apt,60,1,0
5669,Entire home/apt,150,4,43
5670,Entire home/apt,250,17,0
5671,Private room,75,1,3
5672,Entire home/apt,300,30,0
5673,Entire home/apt,250,1,0
5674,Private room,220,1,0
5675,Entire home/apt,300,31,1
5676,Entire home/apt,250,1,0
5677,Entire home/apt,195,2,90
5678,Entire home/apt,159,4,45
5679,Entire home/apt,125,30,8
5680,Entire home/apt,100,1,0
5681,Entire home/apt,185,4,22
5682,Private room,94,3,11
5683,Private room,99,30,27
5684,Entire home/apt,300,1,0
5685,Entire home/apt,295,2,15
5686,Private room,99,1,2
5687,Private room,45,1,20
5688,Private room,89,3,231
5689,Entire home/apt,180,3,46
5690,Shared room,60,1,0
5691,Entire home/apt,120,20,0
5692,Private room,79,1,20
5693,Entire home/apt,278,2,18
5694,Entire home/apt,165,30,2
5695,Private room,100,7,11
5696,Entire home/apt,150,2,1
5697,Private room,79,1,2
5698,Entire home/apt,122,1,41
5699,Private room,105,1,3
5700,Entire home/apt,365,30,0
5701,Entire home/apt,300,1,1
5702,Entire home/apt,95,3,16
5703,Entire home/apt,225,30,2
5704,Private room,100,3,64
5705,Entire home/apt,300,4,0
5706,Entire home/apt,172,4,0
5707,Entire home/apt,299,2,0
5708,Private room,120,1,38
5709,Entire home/apt,239,30,1
5710,Private room,73,3,1
5711,Shared room,130,1,1
5712,Entire home/apt,198,2,15
5713,Entire home/apt,250,4,0
5714,Entire home/apt,180,2,8
5715,Entire home/apt,339,3,40
5716,Entire home/apt,185,2,241
5717,Private room,200,4,0
5718,Private room,79,1,3
5719,Entire home/apt,200,3,28
5720,Private room,65,3,1
5721,Entire home/apt,110,30,1
5722,Private room,69,7,7
5723,Private room,50,1,0
5724,Private room,58,1,143
5725,Entire home/apt,399,1,87
5726,Entire home/apt,145,1,125
5727,Entire home/apt,285,3,1
5728,Private room,100,2,16
5729,Entire home/apt,240,30,2
5730,Entire home/apt,150,2,6
5731,Entire home/apt,380,3,1
5732,Private room,72,3,1
5733,Entire home/apt,135,3,205
5734,Entire home/apt,162,2,6
5735,Shared room,65,5,0
5736,Entire home/apt,250,90,1
5737,Private room,90,2,4
5738,Entire home/apt,195,31,8
5739,Entire home/apt,50,3,118
5740,Private room,90,1,5
5741,Entire home/apt,200,30,5
5742,Entire home/apt,165,30,0
5743,Entire home/apt,325,2,4
5744,Entire home/apt,200,3,0
5745,Private room,130,4,37
5746,Private room,90,3,28
5747,Private room,50,2,13
5748,Entire home/apt,333,30,66
5749,Private room,90,60,0
5750,Entire home/apt,400,3,42
5751,Entire home/apt,150,30,3
5752,Entire home/apt,125,30,6
5753,Private room,2850,100,0
5754,Entire home/apt,100,30,1
5755,Private room,65,3,23
5756,Entire home/apt,120,1,4
5757,Private room,80,3,2
5758,Entire home/apt,200,2,1
5759,Entire home/apt,133,30,0
5760,Private room,158,1,132
5761,Private room,150,1,225
5762,Entire home/apt,210,2,44
5763,Entire home/apt,85,3,4
5764,Entire home/apt,179,2,3
5765,Private room,87,1,80
5766,Shared room,65,1,0
5767,Entire home/apt,375,2,14
5768,Private room,79,2,83
5769,Private room,100,3,1
5770,Entire home/apt,250,2,0
5771,Private room,60,2,0
5772,Entire home/apt,99,2,52
5773,Entire home/apt,101,4,1
5774,Entire home/apt,190,30,0
5775,Private room,50,180,0
5776,Entire home/apt,450,2,0
5777,Entire home/apt,584,5,89
5778,Private room,125,3,6
5779,Entire home/apt,67,14,7
5780,Private room,59,90,0
5781,Entire home/apt,500,10,10
5782,Entire home/apt,87,3,2
5783,Entire home/apt,240,3,1
5784,Private room,152,1,39
5785,Private room,90,1,31
5786,Entire home/apt,122,6,22
5787,Entire home/apt,280,3,122
5788,Entire home/apt,450,7,6
5789,Entire home/apt,210,7,0
5790,Private room,150,2,2
5791,Private room,115,1,3
5792,Entire home/apt,185,1,17
5793,Private room,59,2,4
5794,Entire home/apt,275,30,0
5795,Entire home/apt,145,3,9
5796,Entire home/apt,180,2,0
5797,Entire home/apt,115,1,78
5798,Entire home/apt,222,1,3
5799,Entire home/apt,200,7,34
5800,Entire home/apt,123,7,3
5801,Entire home/apt,195,5,21
5802,Entire home/apt,180,2,2
5803,Private room,101,3,10
5804,Private room,80,7,47
5805,Entire home/apt,120,30,0
5806,Private room,45,2,50
5807,Private room,80,4,34
5808,Entire home/apt,300,10,7
5809,Entire home/apt,115,3,5
5810,Entire home/apt,150,4,22
5811,Private room,40,6,0
5812,Entire home/apt,150,30,1
5813,Private room,65,1,0
5814,Private room,80,5,62
5815,Private room,40,1,0
5816,Shared room,39,2,0
5817,Entire home/apt,125,30,5
5818,Entire home/apt,400,1,0
5819,Entire home/apt,750,1,50
5820,Entire home/apt,250,2,0
5821,Entire home/apt,699,3,19
5822,Entire home/apt,300,3,25
5823,Entire home/apt,450,2,9
5824,Entire home/apt,200,2,2
5825,Entire home/apt,194,1,0
5826,Entire home/apt,99,8,0
5827,Entire home/apt,140,5,25
5828,Private room,65,3,95
5829,Private room,100,1,9
5830,Private room,65,1,1
5831,Private room,135,1,6
5832,Private room,90,2,2
5833,Entire home/apt,90,90,0
5834,Entire home/apt,110,7,0
5835,Entire home/apt,225,14,0
5836,Entire home/apt,165,1,67
5837,Entire home/apt,140,7,3
5838,Entire home/apt,350,1,4
5839,Entire home/apt,80,2,18
5840,Private room,50,4,0
5841,Private room,85,5,26
5842,Entire home/apt,170,12,1
5843,Entire home/apt,199,3,35
5844,Private room,97,3,120
5845,Entire home/apt,110,30,10
5846,Private room,81,4,6
5847,Entire home/apt,79,1,149
5848,Entire home/apt,220,1,9
5849,Entire home/apt,275,1,41
5850,Private room,50,1,0
5851,Private room,70,3,4
5852,Entire home/apt,200,35,0
5853,Entire home/apt,110,31,54
5854,Private room,140,1,7
5855,Entire home/apt,165,2,27
5856,Private room,70,1,0
5857,Private room,125,1,0
5858,Entire home/apt,260,1,0
5859,Entire home/apt,150,4,67
5860,Private room,107,1,22
5861,Entire home/apt,130,7,25
5862,Entire home/apt,1475,1,1
5863,Private room,30,5,3
5864,Entire home/apt,179,3,26
5865,Private room,150,2,121
5866,Private room,40,1,6
5867,Entire home/apt,275,2,32
5868,Entire home/apt,185,1,176
5869,Entire home/apt,299,2,2
5870,Entire home/apt,225,30,0
5871,Private room,80,90,0
5872,Private room,100,2,0
5873,Entire home/apt,150,1,22
5874,Private room,100,4,0
5875,Private room,300,1,1
5876,Entire home/apt,150,1,0
5877,Private room,40,1,5
5878,Entire home/apt,250,3,0
5879,Entire home/apt,250,2,28
5880,Entire home/apt,80,2,3
5881,Private room,140,1,176
5882,Entire home/apt,199,8,48
5883,Entire home/apt,129,4,17
5884,Entire home/apt,200,4,8
5885,Entire home/apt,245,1,0
5886,Private room,120,3,0
5887,Private room,150,2,74
5888,Entire home/apt,150,10,0
5889,Private room,100,1,0
5890,Entire home/apt,195,4,4
5891,Private room,70,1,1
5892,Entire home/apt,380,14,3
5893,Entire home/apt,230,1,27
5894,Private room,60,3,0
5895,Entire home/apt,398,2,0
5896,Entire home/apt,139,1,0
5897,Entire home/apt,150,2,0
5898,Entire home/apt,135,2,0
5899,Entire home/apt,300,1,0
5900,Private room,65,7,0
5901,Entire home/apt,190,6,2
5902,Private room,100,1,4
5903,Entire home/apt,114,1,2
5904,Entire home/apt,150,4,6
5905,Entire home/apt,350,4,3
5906,Private room,79,3,136
5907,Private room,60,30,1
5908,Entire home/apt,207,1,0
5909,Private room,90,3,5
5910,Entire home/apt,90,7,7
5911,Private room,139,1,0
5912,Private room,90,2,62
5913,Private room,50,1,37
5914,Private room,125,6,3
5915,Entire home/apt,125,2,19
5916,Private room,100,1,17
5917,Entire home/apt,275,2,2
5918,Entire home/apt,159,30,4
5919,Entire home/apt,169,29,0
5920,Entire home/apt,199,21,14
5921,Private room,149,1,16
5922,Private room,100,6,13
5923,Private room,113,2,12
5924,Entire home/apt,179,1,28
5925,Entire home/apt,396,2,6
5926,Private room,175,1,1
5927,Private room,72,1,3
5928,Private room,95,14,19
5929,Private room,150,4,1
5930,Private room,60,1,86
5931,Entire home/apt,100,10,0
5932,Entire home/apt,125,2,0
5933,Private room,100,1,3
5934,Private room,52,7,19
5935,Entire home/apt,195,2,71
5936,Entire home/apt,150,7,1
5937,Entire home/apt,219,1,18
5938,Private room,210,1,182
5939,Private room,120,5,5
5940,Private room,99,2,122
5941,Entire home/apt,100,2,11
5942,Private room,110,2,41
5943,Entire home/apt,243,1,26
5944,Private room,100,1,0
5945,Entire home/apt,279,30,1
5946,Private room,140,2,54
5947,Entire home/apt,160,2,14
5948,Entire home/apt,120,2,7
5949,Private room,50,1,116
5950,Private room,100,2,6
5951,Entire home/apt,250,30,0
5952,Entire home/apt,175,1,15
5953,Private room,60,1,6
5954,Private room,88,2,2
5955,Private room,90,3,6
5956,Entire home/apt,198,1,143
5957,Entire home/apt,120,1,8
5958,Entire home/apt,89,2,8
5959,Entire home/apt,175,4,7
5960,Private room,60,7,0
5961,Entire home/apt,449,4,6
5962,Private room,295,1,0
5963,Entire home/apt,170,3,1
5964,Entire home/apt,299,3,90
5965,Entire home/apt,190,1,195
5966,Entire home/apt,185,1,8
5967,Private room,130,2,45
5968,Entire home/apt,190,1,4
5969,Entire home/apt,900,3,1
5970,Entire home/apt,175,1,3
5971,Entire home/apt,316,30,0
5972,Entire home/apt,269,1,2
5973,Entire home/apt,144,2,2
5974,Private room,100,2,0
5975,Entire home/apt,288,3,4
5976,Entire home/apt,240,3,0
5977,Entire home/apt,149,2,15
5978,Entire home/apt,250,30,2
5979,Entire home/apt,2400,1,2
5980,Entire home/apt,170,6,3
5981,Entire home/apt,175,2,16
5982,Entire home/apt,250,4,7
5983,Entire home/apt,230,30,0
5984,Entire home/apt,99,2,249
5985,Entire home/apt,311,3,31
5986,Entire home/apt,235,2,28
5987,Entire home/apt,180,30,1
5988,Entire home/apt,169,30,0
5989,Entire home/apt,150,4,2
5990,Entire home/apt,499,30,11
5991,Private room,79,1,49
5992,Private room,33,30,0
5993,Entire home/apt,99,1,7
5994,Private room,65,1,3
5995,Private room,118,30,116
5996,Entire home/apt,149,2,1
5997,Entire home/apt,250,30,2
5998,Entire home/apt,265,3,26
5999,Shared room,85,2,2
6000,Shared room,80,1,0
6001,Entire home/apt,425,2,8
6002,Private room,150,5,5
6003,Entire home/apt,225,7,0
6004,Entire home/apt,300,2,1
6005,Private room,34,3,4
6006,Entire home/apt,165,30,27
6007,Private room,89,1,1
6008,Private room,75,1,9
6009,Entire home/apt,465,3,74
6010,Entire home/apt,200,2,10
6011,Entire home/apt,169,7,39
6012,Private room,81,3,9
6013,Private room,85,1,0
6014,Entire home/apt,175,5,9
6015,Entire home/apt,379,4,5
6016,Entire home/apt,250,3,155
6017,Entire home/apt,210,5,0
6018,Entire home/apt,120,4,6
6019,Private room,40,30,0
6020,Private room,324,1,13
6021,Entire home/apt,225,4,10
6022,Entire home/apt,150,3,0
6023,Entire home/apt,220,30,0
6024,Entire home/apt,300,1,2
6025,Private room,52,30,16
6026,Private room,155,4,35
6027,Entire home/apt,250,30,0
6028,Entire home/apt,280,2,6
6029,Private room,130,1,74
6030,Entire home/apt,400,5,0
6031,Private room,199,1,0
6032,Private room,62,30,0
6033,Entire home/apt,120,4,2
6034,Private room,68,1,152
6035,Entire home/apt,130,30,10
6036,Entire home/apt,229,2,7
6037,Entire home/apt,1000,30,44
6038,Entire home/apt,100,3,4
6039,Entire home/apt,112,3,1
6040,Entire home/apt,300,2,8
6041,Entire home/apt,135,2,10
6042,Entire home/apt,490,14,1
6043,Entire home/apt,106,3,12
6044,Entire home/apt,137,6,5
6045,Private room,98,14,121
6046,Private room,72,1,204
6047,Entire home/apt,225,1,0
6048,Entire home/apt,175,1,49
6049,Entire home/apt,85,30,4
6050,Entire home/apt,65,1,3
6051,Shared room,56,1,0
6052,Shared room,63,1,2
6053,Private room,100,5,7
6054,Entire home/apt,185,29,1
6055,Entire home/apt,272,2,7
6056,Private room,220,1,0
6057,Entire home/apt,175,3,7
6058,Private room,60,2,33
6059,Entire home/apt,133,30,0
6060,Private room,89,1,3
6061,Private room,84,2,3
6062,Entire home/apt,129,90,6
6063,Private room,145,3,62
6064,Entire home/apt,120,3,2
6065,Private room,65,30,12
6066,Private room,108,1,4
6067,Entire home/apt,250,1,1
6068,Entire home/apt,260,3,38
6069,Entire home/apt,200,2,39
6070,Entire home/apt,195,5,52
6071,Entire home/apt,150,5,9
6072,Entire home/apt,275,6,13
6073,Entire home/apt,280,3,46
6074,Private room,358,1,0
6075,Private room,69,5,72
6076,Private room,79,1,23
6077,Entire home/apt,100,5,11
6078,Entire home/apt,417,3,1
6079,Entire home/apt,197,30,0
6080,Entire home/apt,180,3,6
6081,Entire home/apt,150,1,0
6082,Entire home/apt,150,1,9
6083,Entire home/apt,149,2,16
6084,Entire home/apt,115,1,0
6085,Entire home/apt,239,30,0
6086,Entire home/apt,700,3,131
6087,Private room,89,1,79
6088,Private room,155,5,18
6089,Private room,99,7,6
6090,Private room,49,90,17
6091,Entire home/apt,135,2,5
6092,Entire home/apt,140,5,11
6093,Entire home/apt,300,5,91
6094,Entire home/apt,113,3,71
6095,Entire home/apt,425,5,1
6096,Entire home/apt,295,2,4
6097,Private room,75,1,1
6098,Entire home/apt,275,3,20
6099,Private room,98,3,98
6100,Entire home/apt,110,3,19
6101,Entire home/apt,550,1,2
6102,Entire home/apt,199,5,18
6103,Entire home/apt,249,2,111
6104,Entire home/apt,550,3,0
6105,Entire home/apt,190,30,3
6106,Entire home/apt,250,2,11
6107,Entire home/apt,236,30,0
6108,Entire home/apt,212,2,3
6109,Entire home/apt,55,1,0
6110,Shared room,34,1,17
6111,Private room,60,5,18
6112,Entire home/apt,150,26,38
6113,Private room,70,1,68
6114,Entire home/apt,139,1,1
6115,Entire home/apt,220,3,8
6116,Private room,64,3,0
6117,Entire home/apt,250,7,52
6118,Entire home/apt,175,14,78
6119,Private room,60,1,5
6120,Private room,80,2,3
6121,Private room,120,2,58
6122,Private room,80,30,57
6123,Private room,65,1,10
6124,Entire home/apt,140,1,8
6125,Entire home/apt,165,7,49
6126,Private room,95,275,0
6127,Entire home/apt,99,2,36
6128,Private room,85,5,142
6129,Entire home/apt,225,30,0
6130,Entire home/apt,225,7,26
6131,Private room,79,1,1
6132,Entire home/apt,250,2,5
6133,Shared room,70,1,50
6134,Entire home/apt,396,2,8
6135,Entire home/apt,349,1,8
6136,Private room,125,3,133
6137,Entire home/apt,140,2,38
6138,Private room,99,2,5
6139,Entire home/apt,475,2,0
6140,Entire home/apt,650,1,1
6141,Private room,92,3,56
6142,Entire home/apt,151,5,8
6143,Private room,80,1,9
6144,Entire home/apt,199,30,0
6145,Entire home/apt,800,30,22
6146,Private room,100,3,11
6147,Entire home/apt,135,30,0
6148,Entire home/apt,300,1,0
6149,Entire home/apt,198,9,2
6150,Private room,109,4,0
6151,Private room,60,2,75
6152,Private room,110,1,7
6153,Entire home/apt,300,1,0
6154,Private room,125,3,13
6155,Entire home/apt,220,3,78
6156,Entire home/apt,175,2,8
6157,Entire home/apt,200,4,2
6158,Entire home/apt,400,4,3
6159,Entire home/apt,235,3,111
6160,Private room,99,3,3
6161,Private room,250,3,18
6162,Private room,75,3,32
6163,Entire home/apt,199,1,0
6164,Private room,51,30,2
6165,Private room,55,3,5
6166,Private room,200,3,0
6167,Entire home/apt,280,2,17
6168,Entire home/apt,1000,1,0
6169,Entire home/apt,250,4,0
6170,Private room,100,1,0
6171,Entire home/apt,199,5,1
6172,Private room,100,1,1
6173,Entire home/apt,75,28,0
6174,Private room,75,2,118
6175,Entire home/apt,130,4,0
6176,Entire home/apt,150,4,0
6177,Entire home/apt,250,3,1
6178,Entire home/apt,199,5,40
6179,Entire home/apt,80,1,73
6180,Entire home/apt,379,2,31
6181,Entire home/apt,193,2,75
6182,Private room,78,10,13
6183,Entire home/apt,106,7,2
6184,Private room,105,5,4
6185,Entire home/apt,119,6,4
6186,Entire home/apt,199,2,3
6187,Private room,70,1,1
6188,Private room,45,10,0
6189,Private room,130,3,6
6190,Private room,40,2,9
6191,Entire home/apt,149,30,86
6192,Private room,103,5,77
6193,Entire home/apt,176,5,7
6194,Private room,115,1,2
6195,Entire home/apt,375,1,16
6196,Entire home/apt,142,30,3
6197,Entire home/apt,152,1,4
6198,Private room,60,2,15
6199,Entire home/apt,350,2,2
6200,Private room,40,15,4
6201,Entire home/apt,245,2,6
6202,Private room,90,2,11
6203,Private room,55,7,1
6204,Entire home/apt,215,3,9
6205,Entire home/apt,149,30,25
6206,Private room,100,1,5
6207,Entire home/apt,120,3,116
6208,Private room,249,3,29
6209,Entire home/apt,120,1,0
6210,Entire home/apt,106,1,9
6211,Private room,60,30,1
6212,Entire home/apt,310,2,5
6213,Private room,45,1,2
6214,Entire home/apt,169,5,0
6215,Entire home/apt,550,2,30
6216,Entire home/apt,165,6,5
6217,Entire home/apt,50,5,12
6218,Shared room,75,1,20
6219,Entire home/apt,145,15,0
6220,Private room,110,1,161
6221,Entire home/apt,350,3,27
6222,Private room,65,3,0
6223,Entire home/apt,201,2,9
6224,Entire home/apt,200,3,0
6225,Private room,65,5,31
6226,Private room,149,1,14
6227,Private room,150,1,119
6228,Shared room,32,14,1
6229,Private room,50,1,1
6230,Private room,65,5,3
6231,Private room,70,3,13
6232,Entire home/apt,240,31,5
6233,Private room,47,2,3
6234,Entire home/apt,225,3,5
6235,Entire home/apt,131,30,23
6236,Private room,143,2,8
6237,Entire home/apt,162,5,22
6238,Entire home/apt,125,4,1
6239,Entire home/apt,290,30,0
6240,Entire home/apt,206,5,10
6241,Entire home/apt,175,5,2
6242,Private room,80,1,1
6243,Entire home/apt,115,3,15
6244,Private room,185,5,7
6245,Entire home/apt,2500,30,15
6246,Entire home/apt,349,1,0
6247,Entire home/apt,250,3,3
6248,Private room,85,29,10
6249,Private room,250,1,0
6250,Entire home/apt,306,90,0
6251,Private room,90,1,0
6252,Entire home/apt,219,1,56
6253,Entire home/apt,140,2,10
6254,Private room,55,2,0
6255,Entire home/apt,135,15,0
6256,Private room,41,15,3
6257,Entire home/apt,290,7,0
6258,Private room,100,3,26
6259,Private room,49,1,0
6260,Entire home/apt,180,5,1
6261,Entire home/apt,200,3,162
6262,Private room,70,5,3
6263,Entire home/apt,399,2,122
6264,Private room,180,3,1
6265,Private room,100,2,74
6266,Private room,75,1,1
6267,Entire home/apt,150,2,119
6268,Entire home/apt,279,5,3
6269,Private room,310,4,12
6270,Entire home/apt,275,1,0
6271,Entire home/apt,119,3,0
6272,Entire home/apt,164,30,0
6273,Entire home/apt,189,2,10
6274,Private room,48,30,5
6275,Entire home/apt,250,7,0
6276,Private room,95,1,60
6277,Entire home/apt,80,3,1
6278,Entire home/apt,399,5,33
6279,Private room,249,3,10
6280,Private room,75,6,3
6281,Entire home/apt,175,3,258
6282,Entire home/apt,149,30,2
6283,Private room,60,1,1
6284,Private room,80,1,10
6285,Private room,65,1,0
6286,Entire home/apt,230,2,1
6287,Entire home/apt,159,30,0
6288,Private room,45,1,0
6289,Private room,50,1,2
6290,Private room,80,6,1
6291,Private room,69,5,152
6292,Entire home/apt,150,1,4
6293,Private room,63,1,52
6294,Entire home/apt,714,28,0
6295,Entire home/apt,145,2,61
6296,Private room,100,1,2
6297,Private room,140,2,0
6298,Private room,70,1,60
6299,Private room,145,1,9
6300,Entire home/apt,119,3,3
6301,Private room,95,1,9
6302,Entire home/apt,275,3,0
6303,Private room,49,30,0
6304,Entire home/apt,200,4,11
6305,Entire home/apt,120,3,6
6306,Entire home/apt,100,2,9
6307,Entire home/apt,300,4,4
6308,Private room,180,1,8
6309,Entire home/apt,350,2,9
6310,Entire home/apt,239,30,2
6311,Entire home/apt,200,4,4
6312,Entire home/apt,238,30,0
6313,Entire home/apt,240,2,12
6314,Entire home/apt,230,3,13
6315,Private room,135,3,214
6316,Private room,195,3,14
6317,Entire home/apt,107,25,1
6318,Entire home/apt,241,2,4
6319,Private room,99,3,9
6320,Entire home/apt,180,1,5
6321,Entire home/apt,120,7,0
6322,Entire home/apt,180,2,1
6323,Private room,125,1,5
6324,Entire home/apt,175,1,0
6325,Entire home/apt,450,30,16
6326,Entire home/apt,320,3,5
6327,Private room,85,3,89
6328,Entire home/apt,175,2,10
6329,Private room,96,2,0
6330,Private room,52,30,1
6331,Private room,67,1,0
6332,Entire home/apt,317,30,0
6333,Entire home/apt,320,30,0
