neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
Midtown,40.76526,-73.9817,Entire home/apt,239,30,0
East Village,40.72477,-73.9859,Entire home/apt,132,4,10
Chelsea,40.74793,-74.00691,Private room,84,2,143
Upper East Side,40.77333,-73.95199,Private room,130,14,0
East Harlem,40.80641,-73.94114,Entire home/apt,237,3,45
Greenwich Village,40.72903,-74.00028,Entire home/apt,180,3,18
Lower East Side,40.7179,-73.98192,Private room,90,2,8
Greenwich Village,40.72839,-73.99983,Private room,115,3,2
Harlem,40.80778,-73.94762,Entire home/apt,200,120,0
Upper West Side,40.7986,-73.96168,Entire home/apt,125,9,0
Midtown,40.76102,-73.96555,Entire home/apt,87,30,2
Harlem,40.83043,-73.94672,Private room,60,1,5
Upper West Side,40.77174,-73.98934,Entire home/apt,200,3,16
Upper East Side,40.77398,-73.94607,Private room,42,31,0
Midtown,40.7424,-73.9837,Entire home/apt,220,3,0
Upper West Side,40.78493,-73.97294,Entire home/apt,175,5,7
Hell's Kitchen,40.7593,-73.99229,Entire home/apt,195,30,0
Nolita,40.72293,-73.99413,Entire home/apt,320,3,168
Chelsea,40.74371,-73.99622,Entire home/apt,225,3,2
Midtown,40.76576,-73.98016,Private room,350,1,1
East Harlem,40.79639,-73.93319,Private room,55,3,24
East Village,40.72327,-73.98027,Shared room,40,7,0
Harlem,40.82195,-73.95508,Private room,50,4,64
Tribeca,40.72035,-74.00493,Private room,70,14,0
Lower East Side,40.71892,-73.98958,Private room,100,20,0
Midtown,40.75287,-73.97352,Private room,449,3,0
Midtown,40.76413,-73.97691,Entire home/apt,189,2,10
Upper East Side,40.77327,-73.94939,Entire home/apt,165,30,0
Lower East Side,40.71025,-73.98703,Shared room,35,14,0
West Village,40.73226,-74.00184,Entire home/apt,175,6,11
East Village,40.72403,-73.97741,Private room,90,4,72
Hell's Kitchen,40.76243,-73.99901,Private room,207,1,3
Little Italy,40.71889,-73.99716,Private room,100,30,0
East Village,40.72828,-73.98823,Entire home/apt,125,2,1
Harlem,40.8204,-73.93867,Private room,50,1,2
Financial District,40.70838,-74.00694,Entire home/apt,100,29,0
East Harlem,40.79668,-73.93434,Private room,124,1,7
Washington Heights,40.85884,-73.93356,Entire home/apt,100,5,13
Midtown,40.76549,-73.98166,Entire home/apt,399,3,1
Morningside Heights,40.80793,-73.95799,Private room,55,6,0
Upper East Side,40.77116,-73.94774,Entire home/apt,299,4,9
East Harlem,40.80808,-73.9405,Private room,90,1,18
Upper West Side,40.79241,-73.97111,Entire home/apt,195,3,17
Upper West Side,40.77565,-73.98684,Entire home/apt,389,6,0
Upper East Side,40.77625,-73.95495,Entire home/apt,250,3,2
Upper West Side,40.77829,-73.97984,Entire home/apt,250,7,1
Upper West Side,40.78099,-73.97933,Shared room,60,1,13
Upper East Side,40.78132,-73.95148,Entire home/apt,59,1,4
Greenwich Village,40.72917,-73.99974,Private room,115,25,70
Lower East Side,40.71774,-73.99057,Entire home/apt,140,3,33
Upper East Side,40.77862,-73.94562,Entire home/apt,100,14,6
Harlem,40.82827,-73.94785,Private room,50,1,17
Harlem,40.81745,-73.94203,Private room,100,1,6
Upper East Side,40.7696,-73.95275,Private room,70,3,31
Murray Hill,40.74385,-73.97219,Entire home/apt,400,30,0
Chelsea,40.74563,-73.99325,Private room,90,3,6
Morningside Heights,40.80624,-73.9634,Private room,90,1,7
East Harlem,40.78781,-73.94549,Private room,75,3,0
Tribeca,40.71663,-74.00647,Entire home/apt,269,30,0
Upper West Side,40.77408,-73.98181,Entire home/apt,245,5,17
West Village,40.73861,-74.00467,Entire home/apt,215,3,7
East Village,40.7312,-73.98857,Entire home/apt,199,5,4
Greenwich Village,40.73481,-73.99845,Entire home/apt,145,5,1
Upper East Side,40.76443,-73.95833,Entire home/apt,130,2,19
Upper West Side,40.79884,-73.95983,Private room,60,30,2
SoHo,40.7204,-74.00027,Private room,64,3,1
West Village,40.73559,-73.99985,Entire home/apt,199,30,0
Upper East Side,40.76142,-73.96086,Private room,120,7,19
East Village,40.7291,-73.97941,Private room,80,1,8
Harlem,40.81106,-73.94467,Entire home/apt,200,3,48
Financial District,40.70685,-74.00698,Entire home/apt,130,29,0
Washington Heights,40.83248,-73.94177,Private room,50,3,1
Gramercy,40.73158,-73.98303,Private room,120,4,132
East Village,40.72828,-73.97972,Private room,149,2,0
Lower East Side,40.71957,-73.98538,Entire home/apt,180,18,3
Harlem,40.80079,-73.95798,Entire home/apt,135,3,71
Stuyvesant Town,40.72912,-73.97624,Entire home/apt,175,4,0
Chelsea,40.74123,-73.99522,Entire home/apt,200,4,45
Upper West Side,40.77839,-73.97613,Private room,165,4,53
Murray Hill,40.74441,-73.97328,Entire home/apt,215,5,0
Morningside Heights,40.80608,-73.96397,Entire home/apt,189,10,2
Chinatown,40.71681,-73.99539,Entire home/apt,190,5,8
Harlem,40.82816,-73.93827,Entire home/apt,130,7,1
Hell's Kitchen,40.76433,-73.993,Entire home/apt,300,1,0
Upper West Side,40.77961,-73.98474,Entire home/apt,150,14,3
Upper East Side,40.77631,-73.95289,Entire home/apt,121,1,16
Inwood,40.8686,-73.92594,Private room,45,2,6
East Village,40.72932,-73.98474,Private room,68,30,0
Upper West Side,40.80103,-73.96546,Entire home/apt,74,27,1
East Village,40.73034,-73.98725,Entire home/apt,197,1,0
Hell's Kitchen,40.76125,-73.99642,Entire home/apt,300,1,0
Midtown,40.75553,-73.97251,Entire home/apt,200,2,0
Murray Hill,40.74839,-73.97556,Entire home/apt,111,30,0
East Village,40.72532,-73.98023,Entire home/apt,164,3,0
Hell's Kitchen,40.76386,-73.98901,Entire home/apt,195,5,11
Midtown,40.74832,-73.98423,Private room,80,5,2
Kips Bay,40.74533,-73.9772,Entire home/apt,128,2,5
Harlem,40.8228,-73.94567,Entire home/apt,465,3,46
Hell's Kitchen,40.76173,-73.99937,Entire home/apt,534,30,0
Upper West Side,40.80093,-73.96308,Private room,110,1,2
Hell's Kitchen,40.76512,-73.98726,Entire home/apt,500,1,11
Upper West Side,40.77649,-73.988,Private room,195,1,1
Washington Heights,40.85584,-73.93364,Private room,105,3,3
East Village,40.73101,-73.98936,Entire home/apt,245,2,3
West Village,40.73436,-73.99994,Private room,80,1,1
Roosevelt Island,40.76178,-73.94889,Private room,85,3,24
Chelsea,40.74339,-73.99414,Entire home/apt,450,6,2
Theater District,40.76226,-73.98537,Entire home/apt,175,3,5
East Harlem,40.78972,-73.9503,Private room,195,1,0
East Harlem,40.80041,-73.94615,Private room,59,1,1
West Village,40.7334,-74.00323,Entire home/apt,180,3,21
Harlem,40.80938,-73.94196,Entire home/apt,130,7,5
Upper West Side,40.80183,-73.96373,Private room,980,20,1
Lower East Side,40.72043,-73.98916,Private room,125,1,85
Lower East Side,40.72156,-73.98712,Private room,70,1,2
Lower East Side,40.7135,-73.988,Entire home/apt,250,4,26
Lower East Side,40.721,-73.99218,Entire home/apt,350,2,5
Murray Hill,40.74979,-73.97551,Entire home/apt,111,30,1
Hell's Kitchen,40.76535,-73.98765,Private room,130,12,2
Financial District,40.70797,-74.01227,Entire home/apt,205,2,10
Chelsea,40.74288,-73.99438,Entire home/apt,275,29,0
Midtown,40.76042,-73.97504,Entire home/apt,1075,1,4
Upper West Side,40.78883,-73.96848,Entire home/apt,199,8,2
Midtown,40.76197,-73.97562,Entire home/apt,276,2,0
Midtown,40.74343,-73.9857,Private room,500,1,0
Theater District,40.761,-73.98522,Entire home/apt,169,30,5
Upper West Side,40.77348,-73.97994,Entire home/apt,370,30,0
Midtown,40.76147,-73.9761,Entire home/apt,200,4,7
Upper West Side,40.79564,-73.97173,Private room,97,50,3
East Village,40.7261,-73.98421,Entire home/apt,175,2,4
Hell's Kitchen,40.76892,-73.99016,Private room,110,3,2
Washington Heights,40.85197,-73.92853,Entire home/apt,74,1,4
Chelsea,40.74139,-74.0005,Entire home/apt,220,4,0
Flatiron District,40.74394,-73.99094,Entire home/apt,439,30,0
Hell's Kitchen,40.76591,-73.99016,Entire home/apt,160,45,5
East Harlem,40.81038,-73.93809,Entire home/apt,100,3,3
Upper West Side,40.80177,-73.9693,Entire home/apt,225,3,15
Washington Heights,40.8449,-73.94034,Private room,85,3,10
Upper West Side,40.77627,-73.98081,Entire home/apt,325,3,70
Harlem,40.829,-73.94803,Private room,50,1,0
Gramercy,40.73337,-73.984,Private room,109,1,323
East Harlem,40.79232,-73.94634,Private room,30,4,5
Harlem,40.8026,-73.95373,Private room,75,3,0
SoHo,40.72149,-73.99815,Entire home/apt,900,3,10
Theater District,40.75856,-73.98221,Entire home/apt,239,30,0
Hell's Kitchen,40.76739,-73.98504,Entire home/apt,150,2,2
Chelsea,40.74344,-73.99826,Entire home/apt,750,2,0
Hell's Kitchen,40.76169,-73.98839,Private room,120,3,16
Washington Heights,40.85747,-73.93439,Entire home/apt,100,30,0
Hell's Kitchen,40.76243,-73.99316,Entire home/apt,120,30,4
Upper East Side,40.77707,-73.95405,Entire home/apt,349,5,4
Harlem,40.7997,-73.9534,Entire home/apt,600,3,0
Kips Bay,40.74141,-73.97868,Entire home/apt,87,30,2
Washington Heights,40.83284,-73.94461,Private room,75,2,17
Inwood,40.86057,-73.92907,Entire home/apt,100,1,9
Inwood,40.86471,-73.92474,Private room,100,1,0
East Village,40.72882,-73.97807,Private room,80,1,6
Flatiron District,40.74107,-73.98487,Entire home/apt,475,1,0
Washington Heights,40.84806,-73.93931,Private room,80,1,3
Lower East Side,40.72028,-73.98794,Entire home/apt,123,30,1
Washington Heights,40.83132,-73.94101,Private room,50,5,24
Harlem,40.82964,-73.94271,Entire home/apt,80,2,2
Theater District,40.76278,-73.98178,Private room,79,7,0
Lower East Side,40.72192,-73.9928,Entire home/apt,150,30,3
Harlem,40.82297,-73.93948,Private room,54,2,12
Upper West Side,40.78294,-73.98474,Entire home/apt,148,3,35
Upper West Side,40.77782,-73.97848,Entire home/apt,6000,14,17
Lower East Side,40.71941,-73.98534,Entire home/apt,160,1,2
Midtown,40.74815,-73.98374,Shared room,90,2,8
Midtown,40.75408,-73.96568,Entire home/apt,675,28,0
Midtown,40.75587,-73.96856,Entire home/apt,115,30,0
Harlem,40.8041,-73.95252,Private room,150,1,28
Hell's Kitchen,40.76025,-73.99811,Entire home/apt,399,30,3
East Harlem,40.79405,-73.93429,Entire home/apt,150,1,48
Upper West Side,40.80116,-73.96088,Private room,69,2,10
East Village,40.72125,-73.98058,Entire home/apt,150,5,1
Chinatown,40.71409,-73.99427,Private room,71,1,0
West Village,40.7363,-74.00317,Entire home/apt,233,30,10
Harlem,40.82035,-73.95529,Private room,99,1,75
Upper East Side,40.78175,-73.94797,Private room,111,1,10
Chelsea,40.74502,-74.00429,Entire home/apt,285,2,47
Upper East Side,40.76955,-73.95694,Entire home/apt,155,2,22
Two Bridges,40.71241,-73.99458,Private room,85,1,15
West Village,40.72884,-74.00285,Entire home/apt,200,5,54
Midtown,40.7453,-73.99063,Entire home/apt,338,30,0
Upper West Side,40.78545,-73.97123,Entire home/apt,3613,1,1
Tribeca,40.71418,-74.00676,Entire home/apt,450,3,14
Upper West Side,40.78243,-73.97265,Entire home/apt,265,7,13
Murray Hill,40.74736,-73.97838,Private room,60,10,0
Little Italy,40.71786,-73.9979,Private room,59,30,0
Morningside Heights,40.81134,-73.95531,Entire home/apt,155,5,87
Lower East Side,40.7198,-73.98566,Entire home/apt,9999,30,0
Chinatown,40.71595,-73.99329,Private room,68,20,6
Harlem,40.82621,-73.94549,Entire home/apt,95,1,139
Lower East Side,40.7188,-73.99452,Private room,100,1,1
East Village,40.72874,-73.98344,Entire home/apt,198,2,0
Upper East Side,40.76006,-73.96136,Entire home/apt,135,3,8
Midtown,40.74741,-73.98732,Entire home/apt,227,3,16
Hell's Kitchen,40.76136,-73.99205,Private room,90,4,26
East Harlem,40.79813,-73.93132,Entire home/apt,120,7,64
Washington Heights,40.85147,-73.93771,Entire home/apt,125,2,0
Hell's Kitchen,40.76313,-73.98978,Private room,100,1,216
Chelsea,40.74615,-73.99182,Entire home/apt,109,30,0
Upper West Side,40.79783,-73.96405,Entire home/apt,275,30,10
Kips Bay,40.73695,-73.97336,Private room,133,2,37
Harlem,40.80887,-73.94756,Private room,85,2,146
Harlem,40.8232,-73.95463,Private room,55,1,39
Civic Center,40.71626,-74.00257,Private room,200,4,5
Inwood,40.87206,-73.92946,Private room,59,4,13
Lower East Side,40.72195,-73.98698,Entire home/apt,214,2,15
Hell's Kitchen,40.76489,-73.98822,Private room,129,5,97
Upper West Side,40.78406,-73.98431,Entire home/apt,125,1,0
Upper East Side,40.7848,-73.95687,Private room,42,3,7
Midtown,40.7507,-73.97086,Entire home/apt,175,30,0
East Village,40.7296,-73.98479,Entire home/apt,133,2,1
Murray Hill,40.74742,-73.9766,Entire home/apt,365,5,14
Hell's Kitchen,40.76568,-73.98636,Entire home/apt,225,3,0
Chelsea,40.74319,-73.99636,Private room,90,14,0
Upper East Side,40.76976,-73.95208,Private room,110,3,11
Morningside Heights,40.80485,-73.96319,Private room,87,1,8
East Village,40.73213,-73.98944,Entire home/apt,200,2,11
Midtown,40.74406,-73.98273,Entire home/apt,325,2,197
Lower East Side,40.7114,-73.98794,Private room,94,30,94
Murray Hill,40.74421,-73.97221,Entire home/apt,190,29,0
Upper West Side,40.79487,-73.96555,Entire home/apt,100,3,3
Upper West Side,40.80131,-73.97114,Entire home/apt,175,21,5
Upper West Side,40.77137,-73.98943,Entire home/apt,180,5,13
Gramercy,40.7317,-73.98272,Private room,99,2,136
Chinatown,40.71479,-73.99284,Entire home/apt,120,4,7
Washington Heights,40.83379,-73.94141,Shared room,36,1,20
East Village,40.72697,-73.98072,Entire home/apt,160,4,19
East Harlem,40.78953,-73.9432,Private room,65,1,4
Stuyvesant Town,40.7318,-73.97999,Private room,125,4,1
Kips Bay,40.74279,-73.97833,Entire home/apt,75,1,4
Upper West Side,40.7965,-73.96179,Private room,99,2,165
Hell's Kitchen,40.76379,-73.99378,Entire home/apt,200,2,1
Theater District,40.76122,-73.98655,Private room,70,1,2
Chelsea,40.74325,-73.99528,Entire home/apt,223,3,0
Washington Heights,40.8445,-73.9404,Private room,99,2,20
Roosevelt Island,40.76191,-73.94934,Private room,45,25,37
Upper East Side,40.78025,-73.95183,Entire home/apt,239,3,17
Chinatown,40.71457,-73.9958,Private room,122,1,71
Harlem,40.82252,-73.94597,Entire home/apt,73,4,11
Midtown,40.74648,-73.98459,Private room,100,3,41
Hell's Kitchen,40.75994,-73.98812,Entire home/apt,259,2,103
Harlem,40.81381,-73.94549,Entire home/apt,125,1,59
East Harlem,40.80343,-73.93514,Entire home/apt,120,3,22
Upper West Side,40.77702,-73.98052,Entire home/apt,224,2,2
Harlem,40.8068,-73.94258,Entire home/apt,67,5,6
Upper West Side,40.79224,-73.97417,Entire home/apt,175,30,0
Roosevelt Island,40.76193,-73.94942,Private room,65,3,43
Upper West Side,40.78143,-73.98638,Entire home/apt,120,3,0
Harlem,40.82875,-73.94574,Private room,100,1,0
Harlem,40.82389,-73.93887,Private room,70,1,1
Financial District,40.7075,-74.01199,Entire home/apt,214,2,2
Inwood,40.86423,-73.92348,Private room,33,29,1
Hell's Kitchen,40.76617,-73.99169,Shared room,400,2,0
SoHo,40.72703,-74.00286,Entire home/apt,350,2,10
Upper West Side,40.78787,-73.97116,Entire home/apt,200,3,6
Inwood,40.86729,-73.92716,Entire home/apt,140,1,49
Hell's Kitchen,40.7687,-73.98927,Entire home/apt,179,2,0
Midtown,40.76502,-73.98198,Private room,399,6,0
Flatiron District,40.74138,-73.98814,Entire home/apt,299,28,160
Kips Bay,40.74454,-73.97579,Entire home/apt,150,30,0
Midtown,40.7566,-73.96956,Entire home/apt,133,30,7
Harlem,40.81305,-73.95466,Private room,52,2,88
Theater District,40.75988,-73.98568,Entire home/apt,312,30,0
East Village,40.72921,-73.98629,Entire home/apt,95,3,5
Hell's Kitchen,40.76117,-73.99099,Entire home/apt,700,4,46
Financial District,40.70641,-74.00674,Entire home/apt,130,29,0
Harlem,40.8072,-73.94383,Entire home/apt,149,5,17
Hell's Kitchen,40.76646,-73.99345,Shared room,65,1,1
Hell's Kitchen,40.76943,-73.9872,Private room,125,1,37
West Village,40.73187,-74.00865,Entire home/apt,1000,3,0
Financial District,40.70611,-74.00626,Entire home/apt,299,29,0
East Village,40.72298,-73.98474,Private room,99,1,106
Flatiron District,40.73926,-73.98758,Entire home/apt,150,1,1
Upper West Side,40.79839,-73.96804,Entire home/apt,250,90,0
Harlem,40.82446,-73.95274,Private room,700,28,4
Hell's Kitchen,40.76177,-73.99426,Entire home/apt,575,6,0
Hell's Kitchen,40.7622,-73.99119,Entire home/apt,485,5,2
Midtown,40.74649,-73.98684,Entire home/apt,130,4,33
Hell's Kitchen,40.75611,-73.99386,Entire home/apt,130,4,2
Harlem,40.82095,-73.94007,Private room,40,1,1
Upper East Side,40.7671,-73.96968,Entire home/apt,275,2,20
Upper East Side,40.76786,-73.95639,Entire home/apt,260,7,1
East Village,40.73389,-73.99083,Entire home/apt,220,4,13
East Harlem,40.78859,-73.94715,Private room,75,2,152
Upper West Side,40.77818,-73.98959,Entire home/apt,256,4,11
Lower East Side,40.72102,-73.98891,Private room,95,2,16
Upper West Side,40.80268,-73.969,Entire home/apt,140,4,11
Harlem,40.82355,-73.94881,Private room,50,2,0
Lower East Side,40.72049,-73.98821,Private room,112,1,0
Harlem,40.81745,-73.94441,Entire home/apt,225,3,0
Midtown,40.75374,-73.97138,Entire home/apt,300,3,0
Harlem,40.81986,-73.94414,Entire home/apt,99,2,63
Kips Bay,40.74406,-73.98003,Private room,99,3,7
Midtown,40.76514,-73.98058,Private room,350,1,9
Hell's Kitchen,40.76375,-73.98885,Entire home/apt,142,20,0
Stuyvesant Town,40.7294,-73.97751,Private room,60,2,2
Upper East Side,40.77585,-73.95337,Entire home/apt,110,2,2
Chelsea,40.73955,-73.99775,Entire home/apt,230,4,3
Upper East Side,40.78098,-73.95854,Entire home/apt,225,30,0
Harlem,40.8036,-73.95308,Private room,150,4,0
Harlem,40.82314,-73.94505,Private room,55,1,14
Nolita,40.72255,-73.99346,Entire home/apt,375,3,18
Greenwich Village,40.72936,-73.99911,Entire home/apt,195,4,17
Harlem,40.80743,-73.95663,Private room,165,2,6
Midtown,40.76399,-73.97718,Private room,550,2,0
Midtown,40.76427,-73.97618,Private room,375,1,1
Hell's Kitchen,40.75949,-73.99367,Entire home/apt,250,2,3
Lower East Side,40.71761,-73.98233,Entire home/apt,250,2,0
Hell's Kitchen,40.76582,-73.98409,Entire home/apt,195,3,38
Midtown,40.74788,-73.98376,Private room,150,2,2
Financial District,40.70587,-74.00685,Entire home/apt,167,29,0
Midtown,40.74546,-73.98679,Entire home/apt,377,30,0
Upper East Side,40.7837,-73.94877,Entire home/apt,180,1,1
West Village,40.73866,-74.00063,Entire home/apt,220,6,79
Lower East Side,40.70991,-73.98835,Shared room,35,14,1
Upper West Side,40.78952,-73.98097,Entire home/apt,400,7,19
Greenwich Village,40.73429,-73.99675,Entire home/apt,200,5,1
East Village,40.72603,-73.98897,Private room,128,7,15
Lower East Side,40.72052,-73.98347,Private room,70,2,1
Two Bridges,40.71192,-73.99539,Private room,77,1,2
Chelsea,40.73858,-73.99651,Entire home/apt,220,7,3
Lower East Side,40.71147,-73.98714,Shared room,35,14,1
Midtown,40.76309,-73.98063,Entire home/apt,190,3,1
East Village,40.73008,-73.98996,Private room,91,4,8
Harlem,40.81033,-73.94286,Entire home/apt,150,3,30
Upper West Side,40.78283,-73.97206,Entire home/apt,199,13,2
East Village,40.72603,-73.98915,Entire home/apt,150,3,0
Stuyvesant Town,40.73258,-73.98039,Private room,99,5,0
Murray Hill,40.74849,-73.97873,Entire home/apt,145,3,28
Harlem,40.82439,-73.94014,Private room,55,1,4
Upper West Side,40.77404,-73.99076,Entire home/apt,198,2,2
East Village,40.72982,-73.98178,Entire home/apt,160,2,0
Upper East Side,40.76864,-73.95427,Entire home/apt,175,2,20
Upper East Side,40.77761,-73.94606,Private room,90,30,3
Chelsea,40.74921,-74.00416,Entire home/apt,275,3,1
Murray Hill,40.74576,-73.97821,Private room,110,1,227
West Village,40.73596,-74.00927,Entire home/apt,220,4,0
Murray Hill,40.74898,-73.98029,Entire home/apt,700,3,11
SoHo,40.72683,-74.00222,Entire home/apt,275,1,1
Harlem,40.82934,-73.94269,Entire home/apt,110,2,29
Midtown,40.75219,-73.9838,Private room,489,2,0
Hell's Kitchen,40.76571,-73.99482,Entire home/apt,120,1,12
Upper East Side,40.77692,-73.95126,Entire home/apt,390,30,1
Upper West Side,40.79113,-73.96645,Entire home/apt,372,3,23
East Village,40.72312,-73.98795,Private room,100,2,11
Chelsea,40.74599,-74.00253,Entire home/apt,760,2,7
East Village,40.72611,-73.98208,Entire home/apt,85,1,6
Financial District,40.70917,-74.0146,Entire home/apt,208,6,100
