id,room_type,price,minimum_nights,number_of_reviews
5318,Entire home/apt,175,31,79
5319,Entire home/apt,125,2,2
5320,Private room,55,1,67
5321,Entire home/apt,150,5,12
5322,Private room,139,1,6
5323,Entire home/apt,105,30,2
5324,Entire home/apt,185,30,4
5325,Private room,155,1,1
5326,Private room,59,1,0
5327,Entire home/apt,105,2,15
5328,Private room,65,3,2
5329,Private room,80,3,11
5330,Entire home/apt,299,3,57
5331,Entire home/apt,115,1,128
5332,Entire home/apt,128,31,128
5333,Entire home/apt,148,30,4
5334,Entire home/apt,120,1,16
5335,Entire home/apt,300,1,0
5336,Private room,80,1,1
5337,Entire home/apt,226,2,6
5338,Entire home/apt,160,4,116
5339,Entire home/apt,250,30,1
5340,Entire home/apt,299,1,62
5341,Private room,85,4,5
5342,Private room,149,5,0
5343,Entire home/apt,176,2,7
5344,Entire home/apt,285,30,0
5345,Private room,152,21,74
5346,Entire home/apt,350,3,0
5347,Private room,84,4,11
5348,Private room,59,3,35
5349,Entire home/apt,81,30,0
5350,Private room,115,1,1
5351,Entire home/apt,150,30,5
5352,Entire home/apt,135,2,133
5353,Entire home/apt,130,1,1
5354,Private room,110,1,30
5355,Entire home/apt,199,5,1
5356,Private room,80,3,65
5357,Private room,48,1,0
5358,Entire home/apt,129,2,17
5359,Private room,47,30,0
5360,Private room,95,1,6
5361,Private room,120,90,4
5362,Entire home/apt,75,4,11
5363,Entire home/apt,99,20,0
5364,Private room,130,1,24
5365,Entire home/apt,196,1,99
5366,Entire home/apt,200,1,53
5367,Private room,98,2,125
5368,Entire home/apt,140,3,47
5369,Private room,199,1,0
5370,Entire home/apt,150,1,120
5371,Shared room,59,4,0
5372,Private room,85,1,1
5373,Entire home/apt,375,2,4
5374,Entire home/apt,830,3,2
5375,Entire home/apt,99,30,18
5376,Private room,700,3,1
5377,Entire home/apt,199,3,31
5378,Entire home/apt,120,2,0
5379,Entire home/apt,120,30,6
5380,Private room,89,1,5
5381,Entire home/apt,89,4,2
5382,Entire home/apt,89,30,1
5383,Entire home/apt,140,30,17
5384,Entire home/apt,185,160,2
5385,Entire home/apt,150,29,2
5386,Private room,75,1,8
5387,Private room,85,1,59
5388,Entire home/apt,850,3,12
5389,Private room,300,3,0
5390,Entire home/apt,160,1,0
5391,Shared room,60,2,3
5392,Entire home/apt,150,2,48
5393,Entire home/apt,234,2,0
5394,Entire home/apt,113,60,33
5395,Private room,53,3,46
5396,Entire home/apt,280,3,3
5397,Entire home/apt,115,3,7
5398,Entire home/apt,200,4,5
5399,Entire home/apt,325,1,1
5400,Private room,80,2,17
5401,Entire home/apt,180,3,48
5402,Private room,50,1,1
5403,Private room,60,1,2
5404,Entire home/apt,160,2,27
5405,Private room,70,1,1
5406,Private room,122,2,15
5407,Entire home/apt,138,30,12
5408,Entire home/apt,994,30,0
5409,Entire home/apt,275,3,2
5410,Private room,114,28,1
5411,Entire home/apt,150,1,7
5412,Entire home/apt,248,30,11
5413,Entire home/apt,118,1,2
5414,Entire home/apt,129,30,15
5415,Entire home/apt,6800,3,155
5416,Entire home/apt,289,6,5
5417,Private room,85,30,1
5418,Entire home/apt,300,30,9
5419,Entire home/apt,375,5,118
5420,Entire home/apt,125,3,44
5421,Private room,70,1,60
5422,Private room,249,1,0
5423,Entire home/apt,299,1,26
5424,Entire home/apt,88,7,4
5425,Entire home/apt,90,1,1
5426,Entire home/apt,82,2,5
5427,Shared room,50,1,0
5428,Entire home/apt,249,2,140
5429,Private room,95,180,0
5430,Private room,49,1,5
5431,Entire home/apt,150,6,32
5432,Entire home/apt,310,30,0
5433,Private room,88,2,24
5434,Entire home/apt,245,3,23
5435,Private room,57,3,0
5436,Entire home/apt,225,7,0
5437,Private room,105,1,2
5438,Private room,85,4,24
5439,Entire home/apt,300,15,1
5440,Private room,99,1,4
5441,Private room,80,3,81
5442,Entire home/apt,145,3,79
5443,Private room,70,1,1
5444,Entire home/apt,460,1,18
5445,Entire home/apt,355,2,1
5446,Entire home/apt,222,2,11
5447,Private room,110,1,1
5448,Private room,60,1,4
5449,Entire home/apt,399,1,0
5450,Entire home/apt,154,29,0
5451,Private room,50,5,10
5452,Entire home/apt,350,7,5
5453,Entire home/apt,325,1,4
5454,Entire home/apt,73,30,7
5455,Entire home/apt,150,3,4
5456,Private room,150,3,60
5457,Entire home/apt,105,5,3
5458,Entire home/apt,550,1,3
5459,Entire home/apt,130,1,6
5460,Private room,60,1,0
5461,Entire home/apt,99,7,25
5462,Private room,80,4,52
5463,Entire home/apt,192,6,8
5464,Entire home/apt,230,3,22
5465,Private room,175,1,21
5466,Entire home/apt,230,30,1
5467,Entire home/apt,275,3,2
5468,Private room,209,1,4
5469,Entire home/apt,159,30,6
5470,Entire home/apt,125,4,2
5471,Entire home/apt,550,2,4
5472,Entire home/apt,194,30,1
5473,Private room,400,5,0
5474,Entire home/apt,103,2,2
5475,Private room,55,2,7
5476,Entire home/apt,250,4,12
5477,Entire home/apt,265,2,36
5478,Entire home/apt,200,2,14
5479,Entire home/apt,175,6,2
5480,Private room,100,1,0
5481,Entire home/apt,150,1,25
5482,Entire home/apt,400,2,0
5483,Private room,60,4,37
5484,Entire home/apt,150,1,27
5485,Entire home/apt,388,30,12
5486,Private room,39,14,8
5487,Entire home/apt,220,3,40
5488,Entire home/apt,200,2,5
5489,Entire home/apt,465,2,4
5490,Private room,80,2,332
5491,Entire home/apt,350,2,73
5492,Entire home/apt,100,30,1
5493,Private room,65,2,81
5494,Entire home/apt,170,2,3
5495,Private room,95,1,1
5496,Shared room,80,3,30
5497,Entire home/apt,210,3,0
5498,Private room,47,2,2
5499,Entire home/apt,210,5,149
5500,Entire home/apt,229,7,0
5501,Entire home/apt,240,30,0
5502,Entire home/apt,195,1,11
5503,Private room,99,2,2
5504,Private room,45,2,36
5505,Private room,159,2,80
5506,Private room,85,103,18
5507,Private room,212,1,2
5508,Private room,49,5,2
5509,Entire home/apt,200,2,30
5510,Entire home/apt,155,2,3
5511,Entire home/apt,250,5,0
5512,Private room,65,2,97
5513,Entire home/apt,200,2,79
5514,Entire home/apt,100,30,90
5515,Entire home/apt,269,1,0
5516,Entire home/apt,375,4,7
5517,Entire home/apt,199,30,3
5518,Entire home/apt,140,4,3
5519,Private room,87,1,241
5520,Private room,37,10,0
5521,Private room,90,1,1
5522,Entire home/apt,140,3,7
5523,Entire home/apt,245,3,32
5524,Entire home/apt,142,2,18
5525,Entire home/apt,290,3,2
5526,Entire home/apt,150,1,0
5527,Entire home/apt,150,5,0
5528,Entire home/apt,192,10,4
5529,Private room,350,4,3
5530,Private room,70,1,0
5531,Shared room,75,1,1
5532,Entire home/apt,325,4,1
5533,Entire home/apt,300,2,0
5534,Entire home/apt,199,29,0
5535,Entire home/apt,350,4,0
5536,Entire home/apt,197,2,6
5537,Entire home/apt,246,2,3
5538,Entire home/apt,221,2,38
5539,Private room,439,1,0
5540,Private room,105,3,17
5541,Entire home/apt,147,4,0
5542,Entire home/apt,169,3,1
5543,Shared room,30,3,0
5544,Private room,75,1,1
5545,Private room,45,4,0
5546,Private room,125,2,172
5547,Private room,88,1,223
5548,Private room,100,1,0
5549,Entire home/apt,450,30,0
5550,Entire home/apt,200,4,1
5551,Entire home/apt,198,30,0
5552,Entire home/apt,165,1,1
5553,Entire home/apt,215,30,11
5554,Entire home/apt,300,2,0
5555,Private room,145,10,9
5556,Private room,43,1,7
5557,Private room,120,1,1
5558,Entire home/apt,350,30,0
5559,Entire home/apt,175,2,5
5560,Entire home/apt,409,1,72
5561,Entire home/apt,200,5,17
5562,Entire home/apt,600,2,4
5563,Entire home/apt,300,1,21
5564,Entire home/apt,375,1,15
5565,Private room,100,1,369
5566,Private room,65,3,3
5567,Entire home/apt,200,28,100
5568,Entire home/apt,175,4,8
5569,Private room,55,3,62
5570,Entire home/apt,179,4,39
5571,Private room,120,1,0
5572,Entire home/apt,70,2,2
5573,Private room,69,3,1
5574,Entire home/apt,195,30,9
5575,Entire home/apt,175,1,4
5576,Entire home/apt,198,30,16
5577,Private room,115,2,74
5578,Private room,68,30,8
5579,Entire home/apt,157,3,37
5580,Entire home/apt,140,2,5
5581,Entire home/apt,200,16,0
5582,Private room,145,1,0
5583,Private room,69,1,5
5584,Private room,55,3,42
5585,Entire home/apt,250,3,13
5586,Entire home/apt,150,2,3
5587,Private room,100,31,3
5588,Private room,55,4,1
5589,Private room,85,4,48
5590,Entire home/apt,325,1,2
5591,Private room,70,30,6
5592,Private room,65,2,52
5593,Entire home/apt,175,4,16
5594,Entire home/apt,350,1,0
5595,Private room,100,1,3
5596,Entire home/apt,180,1,13
5597,Entire home/apt,100,30,0
5598,Private room,205,1,0
5599,Private room,85,2,5
5600,Private room,350,1,0
5601,Private room,250,3,0
5602,Entire home/apt,175,3,4
5603,Entire home/apt,100,1,110
5604,Private room,85,31,0
5605,Private room,128,2,16
5606,Entire home/apt,275,1,56
5607,Private room,90,10,1
5608,Entire home/apt,250,1,0
5609,Entire home/apt,299,3,14
5610,Private room,90,3,26
5611,Private room,85,1,1
5612,Entire home/apt,70,1,4
5613,Entire home/apt,69,2,0
5614,Private room,49,5,6
5615,Private room,59,1,2
5616,Entire home/apt,429,2,15
5617,Private room,65,2,3
5618,Private room,175,1,4
5619,Private room,85,7,1
5620,Entire home/apt,159,3,5
5621,Private room,42,1,12
5622,Entire home/apt,240,2,1
5623,Private room,69,30,47
5624,Private room,145,2,5
5625,Entire home/apt,145,1,0
5626,Entire home/apt,180,2,1
5627,Entire home/apt,200,5,2
5628,Entire home/apt,264,1,0
5629,Entire home/apt,110,4,8
5630,Entire home/apt,220,7,22
5631,Private room,128,3,3
5632,Private room,900,1,0
5633,Private room,125,3,0
5634,Private room,130,1,60
5635,Entire home/apt,120,5,0
5636,Private room,80,1,107
5637,Entire home/apt,350,1,6
5638,Entire home/apt,180,7,15
5639,Private room,50,1,2
5640,Private room,125,4,0
5641,Private room,300,5,0
5642,Entire home/apt,127,29,0
5643,Private room,75,3,197
5644,Entire home/apt,305,29,1
5645,Private room,115,7,1
5646,Private room,75,1,0
5647,Entire home/apt,236,2,0
5648,Private room,95,1,0
5649,Private room,135,3,62
5650,Entire home/apt,250,30,1
5651,Private room,140,62,55
5652,Entire home/apt,180,4,12
5653,Entire home/apt,175,3,20
5654,Entire home/apt,300,3,6
5655,Entire home/apt,299,1,100
5656,Entire home/apt,300,3,105
5657,Entire home/apt,150,3,59
5658,Entire home/apt,175,3,22
5659,Entire home/apt,170,3,2
5660,Entire home/apt,275,1,109
5661,Entire home/apt,350,2,2
5662,Entire home/apt,60,8,1
5663,Entire home/apt,470,3,1
5664,Entire home/apt,462,3,0
5665,Private room,70,2,131
5666,Entire home/apt,118,4,96
5667,Entire home/apt,120,1,8
5668,Private room,54,3,0
5669,Entire home/apt,180,4,131
5670,Private room,95,1,28
5671,Entire home/apt,139,3,160
5672,Entire home/apt,250,1,11
5673,Entire home/apt,170,30,21
5674,Entire home/apt,350,3,2
5675,Private room,74,2,1
5676,Entire home/apt,275,6,15
5677,Entire home/apt,195,31,7
5678,Private room,55,2,1
5679,Private room,79,2,5
5680,Entire home/apt,2209,1,9
5681,Entire home/apt,120,4,2
5682,Entire home/apt,160,5,5
5683,Entire home/apt,250,24,9
5684,Entire home/apt,239,3,60
5685,Entire home/apt,350,5,0
5686,Entire home/apt,100,2,21
5687,Entire home/apt,250,2,7
5688,Private room,76,1,23
5689,Entire home/apt,375,1,0
5690,Entire home/apt,145,30,5
5691,Private room,170,2,3
5692,Private room,95,2,14
5693,Private room,125,2,91
5694,Entire home/apt,150,3,52
5695,Private room,85,3,8
5696,Entire home/apt,310,1,0
5697,Private room,75,2,23
5698,Private room,85,5,0
5699,Entire home/apt,195,2,20
5700,Entire home/apt,200,30,45
5701,Entire home/apt,210,30,0
5702,Entire home/apt,115,10,3
5703,Entire home/apt,250,2,20
5704,Private room,38,2,7
5705,Entire home/apt,175,3,94
5706,Private room,57,30,1
5707,Entire home/apt,350,60,0
5708,Entire home/apt,240,3,11
5709,Private room,530,2,1
5710,Private room,100,2,26
5711,Entire home/apt,350,1,1
5712,Entire home/apt,850,4,9
5713,Private room,146,3,79
5714,Private room,80,2,0
5715,Entire home/apt,172,30,2
5716,Entire home/apt,140,30,2
5717,Shared room,99,2,113
5718,Private room,155,14,1
5719,Entire home/apt,160,5,46
5720,Entire home/apt,160,3,4
5721,Entire home/apt,250,2,3
5722,Private room,60,2,2
5723,Private room,87,2,36
5724,Entire home/apt,175,3,4
5725,Entire home/apt,145,1,4
5726,Private room,100,2,2
5727,Entire home/apt,169,90,0
5728,Entire home/apt,1000,2,7
5729,Entire home/apt,150,4,9
5730,Entire home/apt,250,4,8
5731,Entire home/apt,140,1,102
5732,Private room,50,1,1
5733,Private room,100,3,8
5734,Entire home/apt,215,3,1
5735,Entire home/apt,180,3,46
5736,Entire home/apt,101,2,2
5737,Entire home/apt,350,2,4
5738,Entire home/apt,130,30,40
5739,Entire home/apt,80,18,83
5740,Entire home/apt,70,3,2
5741,Entire home/apt,469,2,34
5742,Entire home/apt,89,3,19
5743,Entire home/apt,170,30,0
5744,Entire home/apt,230,2,3
5745,Entire home/apt,110,2,22
5746,Entire home/apt,140,30,2
5747,Entire home/apt,400,3,1
5748,Shared room,75,1,14
5749,Entire home/apt,145,30,22
5750,Entire home/apt,127,4,0
5751,Private room,60,1,2
5752,Entire home/apt,125,35,17
5753,Entire home/apt,199,3,0
5754,Entire home/apt,245,2,36
5755,Private room,50,1,3
5756,Entire home/apt,110,3,6
5757,Private room,150,1,37
5758,Entire home/apt,120,30,17
5759,Entire home/apt,150,3,9
5760,Private room,200,4,7
5761,Private room,55,28,3
5762,Entire home/apt,250,4,8
5763,Private room,130,2,69
5764,Entire home/apt,110,3,0
5765,Entire home/apt,90,3,0
5766,Private room,100,5,2
5767,Entire home/apt,1100,1,21
5768,Private room,50,4,28
5769,Entire home/apt,198,3,35
5770,Entire home/apt,175,10,19
5771,Private room,30,1,0
5772,Entire home/apt,243,2,107
5773,Private room,349,3,1
5774,Entire home/apt,230,1,4
5775,Entire home/apt,100,3,0
5776,Entire home/apt,1250,1,1
5777,Entire home/apt,209,3,8
5778,Private room,80,3,16
5779,Private room,63,1,3
5780,Entire home/apt,95,5,2
5781,Private room,100,2,28
5782,Private room,85,2,24
5783,Entire home/apt,100,1,1
5784,Entire home/apt,810,4,89
5785,Entire home/apt,140,4,0
5786,Entire home/apt,275,3,21
5787,Entire home/apt,145,30,0
5788,Entire home/apt,141,30,7
5789,Entire home/apt,175,30,4
5790,Entire home/apt,132,6,18
5791,Entire home/apt,215,30,2
5792,Entire home/apt,210,3,7
5793,Entire home/apt,280,1,16
5794,Entire home/apt,250,30,0
5795,Entire home/apt,453,2,134
5796,Entire home/apt,165,3,1
5797,Entire home/apt,420,1,0
5798,Private room,72,30,30
5799,Entire home/apt,127,30,1
5800,Entire home/apt,320,30,0
5801,Private room,90,1,0
5802,Entire home/apt,185,3,5
5803,Private room,65,15,3
5804,Entire home/apt,105,1,0
5805,Private room,99,3,0
5806,Private room,50,5,3
5807,Private room,99,30,4
5808,Entire home/apt,200,7,1
5809,Private room,40,3,3
5810,Private room,52,3,10
5811,Entire home/apt,80,1,0
5812,Entire home/apt,290,1,53
5813,Private room,35,1,3
5814,Entire home/apt,143,1,0
5815,Entire home/apt,357,30,1
5816,Entire home/apt,200,1,0
5817,Entire home/apt,275,3,1
5818,Entire home/apt,200,1,31
5819,Entire home/apt,250,2,2
5820,Private room,120,2,8
5821,Entire home/apt,125,28,5
5822,Entire home/apt,353,5,16
5823,Entire home/apt,2300,91,0
5824,Entire home/apt,400,2,2
5825,Entire home/apt,200,1,0
5826,Entire home/apt,680,2,6
5827,Entire home/apt,90,2,19
5828,Entire home/apt,300,3,0
5829,Private room,125,3,3
5830,Entire home/apt,200,3,0
5831,Private room,125,2,0
5832,Entire home/apt,134,1,94
5833,Entire home/apt,185,30,0
5834,Private room,95,15,6
5835,Entire home/apt,300,1,0
5836,Entire home/apt,100,2,12
5837,Entire home/apt,120,3,52
5838,Private room,76,1,157
5839,Entire home/apt,130,2,4
5840,Private room,60,1,30
5841,Entire home/apt,199,2,3
5842,Private room,352,1,0
5843,Entire home/apt,300,3,28
5844,Private room,100,1,0
5845,Private room,125,2,0
5846,Entire home/apt,120,3,11
5847,Entire home/apt,264,3,0
5848,Private room,125,30,0
5849,Entire home/apt,185,30,0
5850,Entire home/apt,140,4,21
5851,Entire home/apt,200,1,0
5852,Private room,78,1,2
5853,Entire home/apt,100,1,6
5854,Entire home/apt,395,5,52
5855,Entire home/apt,300,1,5
5856,Entire home/apt,100,30,1
5857,Private room,100,7,8
5858,Entire home/apt,329,30,4
5859,Private room,103,8,99
5860,Private room,300,6,26
5861,Entire home/apt,140,5,20
5862,Private room,159,2,1
5863,Private room,75,1,132
5864,Private room,65,2,0
5865,Entire home/apt,295,4,1
5866,Private room,75,2,5
5867,Entire home/apt,135,3,8
5868,Private room,100,1,215
5869,Entire home/apt,200,5,0
5870,Entire home/apt,180,30,0
5871,Private room,68,3,39
5872,Entire home/apt,136,1,0
5873,Entire home/apt,225,30,1
5874,Entire home/apt,106,2,27
5875,Private room,300,3,7
5876,Entire home/apt,152,1,6
5877,Private room,124,1,4
5878,Entire home/apt,199,3,87
5879,Private room,90,1,28
5880,Entire home/apt,349,5,0
5881,Entire home/apt,350,6,18
5882,Private room,80,4,1
5883,Private room,66,1,0
5884,Entire home/apt,150,3,20
5885,Private room,83,1,16
5886,Private room,35,2,5
5887,Entire home/apt,170,2,5
5888,Entire home/apt,140,3,21
5889,Private room,99,3,1
5890,Private room,115,30,77
5891,Entire home/apt,116,2,7
5892,Private room,85,1,25
5893,Entire home/apt,200,1,21
5894,Private room,49,2,26
5895,Entire home/apt,200,30,1
5896,Entire home/apt,117,70,17
5897,Entire home/apt,150,3,36
5898,Private room,105,3,9
5899,Entire home/apt,99,24,9
5900,Entire home/apt,250,2,84
5901,Entire home/apt,132,7,1
5902,Private room,80,1,1
5903,Private room,50,1,3
5904,Entire home/apt,180,1,31
5905,Entire home/apt,205,1,49
5906,Entire home/apt,161,7,5
5907,Private room,41,1,0
5908,Private room,150,1,4
5909,Private room,115,10,0
5910,Entire home/apt,160,2,2
5911,Entire home/apt,650,60,0
5912,Private room,60,3,1
5913,Entire home/apt,185,6,0
5914,Entire home/apt,100,2,1
5915,Entire home/apt,150,2,15
5916,Entire home/apt,350,1,1
5917,Entire home/apt,220,1,45
5918,Private room,99,3,37
5919,Entire home/apt,248,4,9
5920,Private room,160,2,0
5921,Shared room,1000,1,0
5922,Private room,100,3,85
5923,Entire home/apt,145,30,2
5924,Entire home/apt,200,1,0
5925,Entire home/apt,227,2,7
5926,Entire home/apt,200,2,34
5927,Entire home/apt,150,3,3
5928,Entire home/apt,200,7,0
5929,Entire home/apt,280,4,3
5930,Private room,42,3,129
5931,Entire home/apt,100,2,15
5932,Entire home/apt,299,3,30
5933,Private room,170,1,8
5934,Entire home/apt,70,2,26
5935,Entire home/apt,190,1,2
5936,Private room,250,1,1
5937,Entire home/apt,230,1,2
5938,Entire home/apt,177,3,105
5939,Private room,99,1,1
5940,Entire home/apt,50,5,6
5941,Entire home/apt,179,6,2
5942,Entire home/apt,285,1,6
5943,Entire home/apt,211,1,4
5944,Entire home/apt,159,5,7
5945,Entire home/apt,300,3,5
5946,Private room,130,2,12
5947,Entire home/apt,165,4,88
5948,Entire home/apt,150,30,1
5949,Private room,89,3,7
5950,Entire home/apt,250,30,1
5951,Entire home/apt,950,1,1
5952,Entire home/apt,229,30,0
5953,Entire home/apt,90,1,0
5954,Entire home/apt,195,30,57
5955,Entire home/apt,200,1,0
5956,Private room,120,1,80
5957,Entire home/apt,190,2,44
5958,Entire home/apt,89,3,0
5959,Entire home/apt,120,1,6
5960,Entire home/apt,180,2,0
5961,Entire home/apt,125,30,2
5962,Entire home/apt,100,30,17
5963,Private room,165,4,10
5964,Private room,79,3,15
5965,Entire home/apt,250,5,4
5966,Entire home/apt,95,30,2
5967,Entire home/apt,135,3,29
5968,Private room,40,1,0
5969,Entire home/apt,200,30,0
5970,Entire home/apt,520,1,0
5971,Private room,135,2,17
5972,Private room,419,4,24
5973,Entire home/apt,267,30,1
5974,Private room,175,7,0
5975,Entire home/apt,150,7,4
5976,Private room,100,1,0
5977,Entire home/apt,475,2,18
5978,Entire home/apt,210,29,21
5979,Private room,75,1,8
5980,Private room,100,1,16
5981,Entire home/apt,200,1,2
5982,Entire home/apt,400,3,0
5983,Entire home/apt,105,1,7
5984,Entire home/apt,279,3,24
5985,Private room,100,8,19
5986,Entire home/apt,300,2,0
5987,Shared room,85,10,1
5988,Entire home/apt,159,4,2
5989,Private room,85,2,5
5990,Entire home/apt,200,4,10
5991,Private room,53,1,0
5992,Entire home/apt,100,2,7
5993,Private room,86,15,7
5994,Private room,70,30,11
5995,Entire home/apt,100,1,7
5996,Private room,129,2,10
5997,Entire home/apt,164,2,3
5998,Private room,40,4,15
5999,Entire home/apt,399,2,43
6000,Entire home/apt,199,4,23
6001,Entire home/apt,201,2,7
6002,Shared room,110,1,2
6003,Entire home/apt,125,30,8
6004,Entire home/apt,199,30,55
6005,Private room,70,30,0
6006,Entire home/apt,115,1,5
