age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
31,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,43,<=50K
33,Private,Bachelors,Separated,Prof-specialty,Other-relative,Black,Female,40,<=50K
32,Self-emp-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
59,?,HS-grad,Widowed,?,Unmarried,Black,Female,40,<=50K
28,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,<=50K
47,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Male,9,<=50K
29,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
81,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,<=50K
55,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,40,>50K
36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K
22,Private,Some-college,Never-married,Other-service,Own-child,White,Female,10,<=50K
34,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,45,<=50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K
44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,<=50K
20,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,40,<=50K
44,Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Male,40,<=50K
24,Private,Some-college,Married-civ-spouse,Priv-house-serv,Wife,White,Female,40,<=50K
49,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K
29,Private,Bachelors,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,40,<=50K
39,Private,10th,Separated,Machine-op-inspct,Own-child,White,Male,40,<=50K
56,State-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,40,<=50K
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
41,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,40,>50K
35,Self-emp-inc,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,50,<=50K
26,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,<=50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
43,Local-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,40,<=50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,<=50K
63,Self-emp-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,25,<=50K
90,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,12,<=50K
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K
24,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K
53,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Male,40,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K
28,Private,Assoc-acdm,Never-married,Transport-moving,Own-child,White,Male,60,<=50K
35,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Black,Female,50,<=50K
26,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K
45,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K
34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,<=50K
51,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,60,>50K
49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,30,<=50K
34,Self-emp-inc,Bachelors,Divorced,Sales,Unmarried,White,Female,40,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,<=50K
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,50,<=50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
48,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
40,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,40,<=50K
29,Private,Assoc-voc,Never-married,Tech-support,Own-child,Black,Male,40,<=50K
36,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40,<=50K
58,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
36,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,70,<=50K
42,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K
28,Private,HS-grad,Separated,Other-service,Unmarried,White,Male,40,<=50K
48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,<=50K
37,Self-emp-not-inc,Assoc-acdm,Never-married,Transport-moving,Not-in-family,White,Male,50,<=50K
26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,<=50K
38,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,<=50K
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
54,Private,Masters,Divorced,Sales,Not-in-family,White,Female,40,<=50K
53,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K
24,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,20,>50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,25,<=50K
52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K
29,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K
42,State-gov,Some-college,Divorced,Prof-specialty,Own-child,White,Female,40,<=50K
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
61,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K
43,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,40,<=50K
54,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,>50K
36,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,48,<=50K
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
27,Private,Bachelors,Never-married,Sales,Own-child,White,Male,2,<=50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,60,<=50K
39,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,>50K
64,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
35,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,52,>50K
32,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,40,<=50K
41,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
44,Private,Bachelors,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,<=50K
20,?,HS-grad,Never-married,?,Own-child,White,Female,20,<=50K
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,<=50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,50,<=50K
43,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,48,>50K
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
50,Private,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,Female,40,<=50K
64,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,>50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K
34,Private,Some-college,Separated,Tech-support,Unmarried,Black,Female,40,<=50K
29,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
55,Private,Masters,Divorced,Sales,Not-in-family,White,Male,40,>50K
44,Private,11th,Never-married,Other-service,Not-in-family,White,Female,40,<=50K
23,?,Some-college,Never-married,?,Not-in-family,White,Male,10,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,>50K
17,Private,10th,Never-married,Other-service,Own-child,White,Female,21,<=50K
73,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
41,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
28,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,<=50K
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,>50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K
49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,>50K
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
44,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,47,<=50K
21,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,20,<=50K
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
20,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,<=50K
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K
26,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,<=50K
38,State-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,>50K
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K
25,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,40,<=50K
37,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,<=50K
54,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,>50K
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,45,<=50K
28,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,45,<=50K
17,?,11th,Never-married,?,Own-child,White,Male,40,<=50K
31,Federal-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,50,>50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,Other,Male,40,<=50K
47,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,32,<=50K
44,Private,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,40,<=50K
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K
33,State-gov,Doctorate,Married-civ-spouse,Tech-support,Husband,White,Male,45,>50K
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,75,>50K
30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,>50K
25,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
21,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Female,50,<=50K
60,?,Some-college,Married-civ-spouse,?,Husband,White,Male,12,>50K
33,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,>50K
31,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K
26,Self-emp-inc,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
50,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
50,Self-emp-inc,Some-college,Separated,Exec-managerial,Unmarried,White,Female,75,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,8,<=50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,<=50K
60,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
66,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,<=50K
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
33,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,<=50K
35,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,<=50K
30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,>50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,38,<=50K
25,Private,9th,Separated,Handlers-cleaners,Other-relative,White,Male,40,<=50K
31,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,<=50K
56,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Black,Female,38,<=50K
45,Private,HS-grad,Never-married,Sales,Own-child,White,Female,35,<=50K
67,?,Some-college,Married-civ-spouse,?,Husband,White,Male,20,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
52,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,<=50K
30,Local-gov,HS-grad,Separated,Other-service,Unmarried,White,Female,26,<=50K
39,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Male,40,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,50,<=50K
45,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,35,<=50K
39,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,>50K
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,<=50K
53,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
44,Private,Bachelors,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,<=50K
28,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,35,<=50K
30,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K
21,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,36,<=50K
28,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
26,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,65,>50K
59,?,Some-college,Married-civ-spouse,?,Husband,White,Male,40,<=50K
58,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K
32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
20,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,<=50K
50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,<=50K
45,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,40,<=50K
40,Private,HS-grad,Never-married,Priv-house-serv,Other-relative,Black,Female,40,<=50K
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
33,State-gov,9th,Never-married,Other-service,Own-child,White,Female,44,<=50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
56,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
40,Private,9th,Divorced,Other-service,Not-in-family,White,Female,40,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
25,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K
55,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,50,<=50K
40,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K
61,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K
26,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,<=50K
34,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
31,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,13,<=50K
61,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
46,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,45,>50K
42,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
33,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,60,<=50K
50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
53,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
59,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,32,<=50K
31,Private,Some-college,Separated,Adm-clerical,Own-child,White,Female,40,<=50K
28,Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K
19,Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K
36,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
67,?,Bachelors,Widowed,?,Not-in-family,White,Female,16,>50K
44,Private,HS-grad,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,32,<=50K
51,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,45,<=50K
34,State-gov,Masters,Never-married,Prof-specialty,Unmarried,Black,Female,24,<=50K
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,30,<=50K
17,Private,11th,Never-married,Sales,Own-child,White,Male,30,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,52,>50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,91,<=50K
42,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K
42,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,45,<=50K
62,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,<=50K
73,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
45,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,>50K
