workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,5th-6th,Never-married,Adm-clerical,Other-relative,White,Female,40,<=50K,37.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,>50K,60.0
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Private,Bachelors,Divorced,Exec-managerial,Other-relative,White,Male,40,<=50K,
Private,Assoc-voc,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K,
Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,46.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,94,<=50K,33.0
State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,>50K,48.0
Self-emp-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K,
?,HS-grad,Married-spouse-absent,?,Own-child,White,Female,40,<=50K,21.0
Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,56.0
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,16,<=50K,
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,31.0
State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,43.0
Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,<=50K,48.0
Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,<=50K,50.0
Private,10th,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,22.0
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,23.0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,
Local-gov,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,60,<=50K,44.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,45.0
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K,25.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,24.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,45,<=50K,29.0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,45.0
Private,Masters,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Separated,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,45,<=50K,40.0
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Black,Male,50,>50K,34.0
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,41,<=50K,56.0
Private,Assoc-voc,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,29.0
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K,
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,27.0
Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,35,<=50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,54.0
Private,1st-4th,Never-married,Other-service,Other-relative,White,Male,40,<=50K,22.0
?,HS-grad,Divorced,?,Unmarried,White,Female,35,<=50K,59.0
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,33.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,30,<=50K,30.0
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,15,<=50K,24.0
?,Assoc-acdm,Never-married,?,Own-child,White,Male,40,<=50K,22.0
Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,45,<=50K,
?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,2,>50K,
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,45,<=50K,44.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,27.0
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K,
?,7th-8th,Never-married,?,Not-in-family,White,Female,40,<=50K,23.0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,22.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K,
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Male,35,<=50K,40.0
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,>50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,20,<=50K,26.0
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,48.0
Private,Some-college,Never-married,Other-service,Own-child,White,Male,35,<=50K,19.0
Private,Bachelors,Never-married,Sales,Own-child,White,Female,20,<=50K,25.0
Self-emp-not-inc,Masters,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,<=50K,22.0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,24.0
State-gov,HS-grad,Separated,Sales,Unmarried,Black,Female,40,<=50K,45.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Local-gov,11th,Never-married,Prof-specialty,Own-child,White,Female,40,<=50K,17.0
Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,
?,Some-college,Widowed,?,Not-in-family,Black,Female,40,<=50K,
Private,Prof-school,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,65,<=50K,
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,26.0
State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,<=50K,
Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,<=50K,27.0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,42,<=50K,32.0
Private,9th,Never-married,Other-service,Own-child,White,Male,16,<=50K,17.0
Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,White,Male,45,<=50K,
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,40.0
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,<=50K,
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,65,<=50K,25.0
?,Some-college,Never-married,?,Own-child,White,Male,35,<=50K,20.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K,30.0
Self-emp-not-inc,HS-grad,Divorced,Sales,Own-child,White,Male,50,<=50K,42.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,30,<=50K,32.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,30,<=50K,38.0
Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,White,Female,50,<=50K,
Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Never-married,Sales,Unmarried,White,Male,55,<=50K,26.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,49.0
Private,Some-college,Never-married,Sales,Own-child,White,Female,40,<=50K,29.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,30,<=50K,24.0
State-gov,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,35,<=50K,30.0
Private,Some-college,Never-married,Sales,Own-child,White,Male,24,<=50K,22.0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,>50K,31.0
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,<=50K,23.0
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,30,<=50K,33.0
Private,HS-grad,Widowed,Tech-support,Unmarried,Black,Female,40,<=50K,51.0
Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,45,>50K,37.0
Local-gov,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,27.0
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,<=50K,48.0
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,HS-grad,Widowed,Sales,Unmarried,White,Female,32,<=50K,
Private,Some-college,Never-married,Other-service,Own-child,White,Male,27,<=50K,20.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,40,>50K,46.0
Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,40,<=50K,30.0
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,25,<=50K,31.0
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,50.0
Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K,28.0
Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,50,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37.0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,<=50K,31.0
Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,30,<=50K,
Private,Bachelors,Separated,Prof-specialty,Not-in-family,Black,Female,40,<=50K,46.0
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,50.0
Private,Some-college,Never-married,Sales,Own-child,White,Male,16,<=50K,20.0
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,<=50K,
Private,Some-college,Never-married,Exec-managerial,Other-relative,Black,Female,40,<=50K,
Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,
Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,
Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,43,>50K,53.0
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,15,<=50K,78.0
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40,>50K,
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,<=50K,29.0
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,<=50K,62.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,37.0
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,29.0
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,<=50K,
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,56,<=50K,32.0
Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,<=50K,42.0
Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K,
State-gov,HS-grad,Never-married,Protective-serv,Other-relative,Asian-Pac-Islander,Female,40,<=50K,36.0
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,42,<=50K,32.0
Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Male,20,<=50K,19.0
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,<=50K,39.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,38.0
Private,1st-4th,Widowed,Craft-repair,Not-in-family,White,Male,40,<=50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,60,<=50K,21.0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,32.0
Private,Bachelors,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,40,<=50K,40.0
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,57.0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,59.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,57.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,38.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,37.0
Local-gov,10th,Never-married,Other-service,Own-child,White,Female,25,<=50K,17.0
?,Some-college,Never-married,?,Own-child,White,Male,33,<=50K,18.0
Private,Some-college,Widowed,Tech-support,Not-in-family,White,Female,16,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,42,<=50K,72.0
Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,<=50K,38.0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,90,<=50K,42.0
Private,Some-college,Never-married,Sales,Own-child,White,Female,25,<=50K,18.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,25.0
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,26.0
Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,45,<=50K,72.0
Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,15,<=50K,46.0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,22.0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,58.0
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,47.0
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,<=50K,34.0
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,<=50K,
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,>50K,
Federal-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K,
Private,Some-college,Divorced,Transport-moving,Not-in-family,Black,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,>50K,46.0
Private,9th,Never-married,Farming-fishing,Not-in-family,White,Male,40,<=50K,42.0
Private,11th,Never-married,Transport-moving,Own-child,White,Male,15,<=50K,20.0
State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,25,<=50K,
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,25.0
Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,50,<=50K,
Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,<=50K,31.0
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,32.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,46.0
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,30,<=50K,35.0
Private,12th,Never-married,Sales,Own-child,White,Female,18,<=50K,19.0
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,45.0
Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,<=50K,35.0
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Other-service,Own-child,White,Female,35,<=50K,20.0
Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,40,<=50K,20.0
Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,61.0
Private,11th,Never-married,Other-service,Own-child,White,Male,20,<=50K,18.0
Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Female,40,<=50K,35.0
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,<=50K,34.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,32.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K,49.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,<=50K,33.0
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,
Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K,
Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,<=50K,57.0
Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,42.0
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,38.0
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,11th,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,32.0
State-gov,10th,Never-married,Other-service,Own-child,Black,Female,40,<=50K,29.0
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,35,<=50K,25.0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,>50K,
Local-gov,HS-grad,Widowed,Tech-support,Not-in-family,White,Female,40,<=50K,
Private,10th,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,38.0
?,HS-grad,Married-civ-spouse,?,Wife,White,Female,40,<=50K,29.0
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,
Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,<=50K,24.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,<=50K,67.0
?,Assoc-voc,Never-married,?,Own-child,White,Male,90,<=50K,25.0
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,27.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,<=50K,45.0
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,53.0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K,44.0
Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,<=50K,23.0
?,Assoc-acdm,Married-civ-spouse,?,Wife,Black,Female,21,<=50K,36.0
Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,<=50K,
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,15,<=50K,30.0
Federal-gov,10th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K,62.0
Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,40,<=50K,20.0
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,>50K,
Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,55,>50K,
Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,16,<=50K,
Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,51.0
Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K,30.0
Self-emp-not-inc,HS-grad,Divorced,Other-service,Own-child,White,Female,24,<=50K,59.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K,60.0
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,65,<=50K,26.0
Private,7th-8th,Never-married,Priv-house-serv,Own-child,White,Female,30,<=50K,27.0
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,31.0
Private,10th,Separated,Adm-clerical,Not-in-family,Black,Female,47,<=50K,50.0
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,99,<=50K,27.0
Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,>50K,
